Full name,Session,Mouse,Date,Session type,Cohort,Timing of ABA,ABA phenotype,Learnt R1 within 20 sessions?,Resistant rats to exclude,Non-learners to exclude,Sessions to exclude,Sessions post-criterion,Sessions to exclude for time spent in arena,Grooming (total duration in secs),Inactive (total duration in secs),Investigating (total duration in secs),Locomote (total duration in secs),Rearing (total duration in secs),Rotate body (total duration in secs),Grooming (bout frequency),Inactive (bout frequency),Investigating (bout frequency),Locomote (bout frequency),Rearing (bout frequency),Rotate body (bout frequency)
Red 4 Session 4 (2022-03-24),Session 4,Red 4,2022-03-24,R1,Cohort 2,After ABA,Susceptible,No,,,,,,52.033333333333324,597.4333333333332,135.73333333333335,19.533333333333335,142.39999999999998,48.066666666666656,24,97,55,21,40,41
Red 4 Session 4 (2022-03-26),Session 4,Red 4,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,,0.8333333333333333,26.166666666666664,11.733333333333333,3.5,5.2,3.4666666666666663,1,9,4,2,1,4
Red 4 Session 5 (2021-09-21),Session 5,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,,,0.6,159.29999999999995,197.86666666666676,108.90000000000005,75.23333333333332,96.90000000000005,1,53,100,84,51,97
Red 4 Session 5 (2021-11-04),Session 5,Red 4,2021-11-04,PD,Cohort 3,Before ABA,Susceptible,Yes,,,,Exclude,,0.4666666666666667,175.99999999999997,70.59999999999998,56.93333333333335,19.333333333333332,39.86666666666668,1,36,67,65,28,66
Red 4 Session 5 (2022-02-18),Session 5,Red 4,2022-02-18,PD,Cohort 1,After ABA,Susceptible,No,,,,,,20.333333333333332,746.9999999999995,557.8333333333334,183.53333333333342,63.56666666666667,185.83333333333323,14,255,233,164,53,168
Red 4 Session 5 (2022-02-20),Session 5,Red 4,2022-02-20,PD,Cohort 1,After ABA,Susceptible,No,,,,Exclude,,12.100000000000001,212.1000000000001,255.29999999999987,87.56666666666668,21.133333333333333,62.199999999999996,4,89,104,86,13,71
Red 4 Session 5 (2022-03-22),Session 5,Red 4,2022-03-22,PD,Cohort 2,After ABA,Susceptible,No,,,,Exclude,,10.166666666666666,89.2,185.56666666666666,46.3,27.9,51.16666666666667,7,48,64,46,14,55
Red 4 Session 5 (2022-03-26),Session 5,Red 4,2022-03-26,R1,Cohort 2,After ABA,Susceptible,No,,,,,Exclude,3.2666666666666666,178.96666666666664,34.766666666666666,5.933333333333334,15.366666666666667,7.3,2,23,18,7,10,6
Red 4 Session 6 (2021-09-21),Session 6,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,Exclude,,0.0,176.03333333333327,176.0666666666667,107.2,45.13333333333333,72.96666666666667,0,51,95,86,34,81
Red 4 Session 7 (2021-09-21),Session 7,Red 4,2021-09-21,R1,Cohort 2,Before ABA,Susceptible,Yes,,,,Exclude,,1.2666666666666666,162.6333333333333,163.9,74.76666666666668,46.199999999999996,92.03333333333337,2,56,93,82,47,106
Red 5 Session 1 (2021-08-16),Session 1,Red 5,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,,,0.0,102.63333333333333,317.2333333333333,87.13333333333333,39.866666666666674,85.13333333333333,0,61,100,85,45,103
Red 5 Session 1 (2021-09-21),Session 1,Red 5,2021-09-21,PD,Cohort 2,Before ABA,Resistant,Yes,,,,,,3.166666666666667,200.7000000000001,449.7333333333333,256.3333333333333,192.9333333333333,314.6333333333332,3,160,232,273,180,327
Red 5 Session 1 (2021-09-26),Session 1,Red 5,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,6.333333333333333,262.4000000000001,632.8666666666669,259.5666666666666,279.03333333333325,361.59999999999997,5,121,214,270,177,332
Red 5 Session 1 (2021-11-04),Session 1,Red 5,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,2.5666666666666664,97.06666666666665,477.4333333333332,177.09999999999985,62.83333333333333,187.19999999999985,2,61,151,166,47,206
Red 5 Session 1 (2021-11-06),Session 1,Red 5,2021-11-06,R1,Cohort 3,Before ABA,Resistant,Yes,,,Exclude,,,11.333333333333332,509.2333333333332,439.4333333333333,87.13333333333334,228.29999999999995,199.66666666666663,4,125,148,84,93,159
Red 5 Session 1 (2021-11-08),Session 1,Red 5,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,4.933333333333334,237.19999999999996,258.86666666666656,91.50000000000003,42.93333333333334,131.56666666666666,4,87,89,82,33,117
Red 5 Session 1 (2022-02-18),Session 1,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,71.16666666666666,1144.6333333333334,268.63333333333327,28.83333333333333,89.8666666666667,43.96666666666665,34,125,95,23,55,43
Red 5 Session 1 (2022-02-20),Session 1,Red 5,2022-02-20,R1,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,15.600000000000001,212.59999999999997,101.53333333333336,16.366666666666667,43.133333333333326,27.766666666666662,7,47,46,16,20,24
Red 5 Session 1 (2022-02-22),Session 1,Red 5,2022-02-22,R1,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,7.699999999999999,170.73333333333335,163.26666666666668,60.33333333333335,12.0,53.26666666666666,7,63,80,45,10,50
Red 5 Session 1 (2022-02-24),Session 1,Red 5,2022-02-24,R2,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,Exclude,36.93333333333333,411.6666666666667,231.76666666666674,103.23333333333332,72.89999999999999,100.20000000000002,17,96,138,91,47,108
Red 5 Session 1 (2022-02-26),Session 1,Red 5,2022-02-26,R2,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,27.86666666666667,600.8666666666666,551.2333333333335,210.33333333333326,58.43333333333332,195.86666666666667,18,236,249,176,45,181
Red 5 Session 1 (2022-03-20),Session 1,Red 5,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,,,5.9,313.5000000000001,203.90000000000003,99.76666666666671,37.43333333333332,112.20000000000007,3,95,113,82,25,102
Red 5 Session 1 (2022-03-22),Session 1,Red 5,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,143.6333333333333,1230.3333333333337,150.63333333333338,11.799999999999999,66.4,45.99999999999999,39,108,69,14,32,34
Red 5 Session 1 (2022-03-24),Session 1,Red 5,2022-03-24,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,64.16666666666666,704.8666666666667,274.86666666666673,75.56666666666668,60.73333333333334,97.60000000000002,32,141,153,81,57,118
Red 5 Session 1 (2022-03-26),Session 1,Red 5,2022-03-26,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,154.03333333333333,875.0333333333335,193.73333333333335,12.999999999999998,34.66666666666667,17.933333333333334,16,63,59,13,16,15
Red 5 Session 2 (2021-08-16),Session 2,Red 5,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,,,3.1999999999999997,204.63333333333327,271.2000000000001,81.26666666666667,25.5,61.79999999999998,3,40,77,70,22,70
Red 5 Session 2 (2021-09-26),Session 2,Red 5,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,1.4666666666666668,287.9000000000001,591.3000000000002,295.8333333333332,318.39999999999986,351.8999999999999,1,163,223,300,186,331
Red 5 Session 2 (2021-11-04),Session 2,Red 5,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,7.533333333333332,149.69999999999996,311.30000000000007,121.8666666666667,57.36666666666668,162.03333333333333,8,109,149,137,58,175
Red 5 Session 2 (2021-11-08),Session 2,Red 5,2021-11-08,R1,Cohort 3,Before ABA,Resistant,Yes,,,,,,3.0666666666666664,284.26666666666677,256.4000000000001,89.60000000000001,23.599999999999998,127.66666666666666,2,84,82,87,24,112
Red 5 Session 2 (2022-02-18),Session 2,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,101.50000000000003,675.8333333333334,308.06666666666666,76.76666666666668,62.866666666666674,131.76666666666674,39,152,133,65,26,79
Red 5 Session 2 (2022-02-20),Session 2,Red 5,2022-02-20,R1,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,27.700000000000006,643.2666666666664,590.0999999999998,153.60000000000005,95.26666666666664,165.86666666666676,15,236,292,126,71,124
Red 5 Session 2 (2022-03-20),Session 2,Red 5,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,,,1.2,147.66666666666666,107.86666666666666,80.29999999999998,36.099999999999994,81.76666666666667,1,48,70,64,13,71
Red 5 Session 2 (2022-03-22),Session 2,Red 5,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,26.9,561.5000000000001,179.20000000000007,33.43333333333334,90.5666666666667,56.300000000000004,12,109,89,33,45,49
Red 5 Session 2 (2022-03-24),Session 2,Red 5,2022-03-24,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,3.3,171.96666666666673,94.33333333333333,15.366666666666667,32.43333333333334,32.5,3,48,42,15,23,29
Red 5 Session 2 (2022-03-26),Session 2,Red 5,2022-03-26,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,16.2,305.9666666666667,509.4333333333332,167.76666666666662,49.26666666666666,188.4666666666666,12,117,230,142,44,167
Red 5 Session 3 (2021-08-16),Session 3,Red 5,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,Exclude,,1.3,170.7333333333333,205.10000000000005,57.20000000000001,23.933333333333337,45.73333333333332,1,36,65,64,32,58
Red 5 Session 3 (2021-09-26),Session 3,Red 5,2021-09-26,R1,Cohort 2,Before ABA,Resistant,Yes,,,,,,3.466666666666667,173.60000000000005,471.99999999999966,210.33333333333334,131.9,266.9999999999998,4,99,151,194,94,220
Red 5 Session 3 (2021-11-04),Session 3,Red 5,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,,,0.0,51.33333333333334,196.63333333333333,91.19999999999999,63.733333333333334,121.1,0,52,85,107,46,136
Red 5 Session 3 (2022-02-18),Session 3,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,33.93333333333332,531.4,363.8999999999998,137.43333333333328,59.03333333333334,165.10000000000005,19,165,231,127,55,161
Red 5 Session 3 (2022-02-20),Session 3,Red 5,2022-02-20,R1,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,55.89999999999998,723.4333333333334,606.2333333333338,149.76666666666668,71.16666666666667,194.3999999999999,31,241,295,134,52,141
Red 5 Session 3 (2022-02-26),Session 3,Red 5,2022-02-26,R2,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,12.1,414.3666666666666,338.30000000000024,190.5,31.500000000000004,139.0333333333333,6,134,144,122,24,127
Red 5 Session 3 (2022-03-20),Session 3,Red 5,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,5.866666666666666,107.39999999999998,126.4666666666667,71.03333333333336,9.1,77.83333333333333,5,52,84,71,8,80
Red 5 Session 3 (2022-03-22),Session 3,Red 5,2022-03-22,R1,Cohort 2,After ABA,Susceptible,Yes,,,,,,42.7,807.5999999999999,198.03333333333333,41.19999999999999,125.76666666666664,65.6,20,123,89,35,55,66
Red 5 Session 4 (2021-08-16),Session 4,Red 5,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,Exclude,,3.3,143.73333333333332,224.6333333333333,59.96666666666666,25.866666666666664,46.9,4,40,67,63,29,56
Red 5 Session 4 (2021-11-04),Session 4,Red 5,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,Exclude,,1.4666666666666666,94.43333333333332,182.23333333333335,52.46666666666667,25.433333333333326,71.76666666666667,2,60,75,67,26,78
Red 5 Session 4 (2022-02-18),Session 4,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,50.3,611.6666666666667,255.86666666666662,105.19999999999995,28.599999999999998,103.16666666666669,23,112,142,88,17,96
Red 5 Session 4 (2022-02-20),Session 4,Red 5,2022-02-20,R1,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,66.0333333333333,943.0666666666668,423.7000000000001,147.0,27.8,186.70000000000013,38,285,260,138,23,161
Red 5 Session 4 (2022-02-26),Session 4,Red 5,2022-02-26,R2,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,10.533333333333333,300.66666666666663,211.43333333333334,155.00000000000009,20.899999999999995,79.76666666666668,5,92,103,100,18,92
Red 5 Session 4 (2022-03-20),Session 4,Red 5,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,0.0,91.39999999999999,93.90000000000002,50.83333333333334,12.200000000000001,46.06666666666667,0,38,60,37,6,46
Red 5 Session 5 (2021-08-16),Session 5,Red 5,2021-08-16,R1,Cohort 1,Before ABA,Resistant,Yes,,,,Exclude,,5.9,142.83333333333331,167.0,50.96666666666669,24.0,35.599999999999994,2,34,57,56,26,47
Red 5 Session 5 (2021-11-04),Session 5,Red 5,2021-11-04,PD,Cohort 3,Before ABA,Resistant,Yes,,,,Exclude,,9.9,104.50000000000003,165.10000000000005,60.466666666666654,10.799999999999999,56.033333333333346,4,46,67,61,8,63
Red 5 Session 5 (2022-02-18),Session 5,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,,Exclude,,,,9.366666666666667,168.13333333333335,223.0333333333333,81.23333333333332,6.800000000000001,66.03333333333335,6,66,120,78,8,76
Red 5 Session 5 (2022-02-26),Session 5,Red 5,2022-02-26,R2,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,1.0666666666666667,234.6333333333333,115.00000000000003,106.79999999999994,16.6,57.000000000000014,1,64,81,81,22,81
Red 5 Session 5 (2022-03-20),Session 5,Red 5,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,,2.2666666666666666,111.33333333333333,120.73333333333336,56.49999999999999,20.833333333333336,48.53333333333334,1,50,70,44,8,53
Red 5 Session 6 (2022-02-18),Session 6,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,14.033333333333331,142.26666666666665,187.76666666666674,85.76666666666667,9.5,71.36666666666666,9,54,106,75,6,71
Red 5 Session 6 (2022-03-20),Session 6,Red 5,2022-03-20,PD,Cohort 2,After ABA,Susceptible,Yes,,,,Exclude,Exclude,0.0,46.400000000000006,41.86666666666666,15.666666666666666,0.7333333333333333,10.833333333333334,0,18,33,18,1,14
Red 5 Session 7 (2022-02-18),Session 7,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,4.433333333333334,145.03333333333333,180.40000000000003,78.6,5.166666666666666,77.06666666666668,2,63,113,78,4,84
Red 5 Session 8 (2022-02-18),Session 8,Red 5,2022-02-18,PD,Cohort 1,After ABA,Resistant,Yes,Exclude,,,Exclude,,8.866666666666665,155.06666666666672,203.8333333333332,83.7,2.1,66.73333333333332,5,71,125,81,4,77
